"Datum","Rohr","Blickrichtung","Tiefe","Bonitur","TK","PaNr","BLOCK","FRUFOL","KULTUR1","KULTUR2","BOBE","Nduengung","Termin2","Date","Jahr","Monat","Termin","YearBlock","MainPlot","doy"
35199,"a","left",50,0,60,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",55,0,60,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",60,0,60,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",65,0,75,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",70,0,75,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",75,0,75,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",80,0,90,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",85,0,90,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",90,0,90,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",95,0,105,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",100,0,105,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",105,0,105,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",110,0,120,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",115,0,120,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",120,0,120,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",5,1,15,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",10,0,15,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",15,2,15,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",20,3.5,30,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",25,0,30,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",30,0,30,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",35,0,45,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",40,0,45,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",45,0,45,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",50,0,60,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",55,0,60,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",60,0,60,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",65,0,75,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",70,0,75,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",75,0,75,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",80,0,90,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",85,0,90,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",90,0,90,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",95,0,105,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",100,0,105,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",105,0,105,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",110,0,120,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",115,0,120,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",120,0,120,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",5,1,15,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",10,0.5,15,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",15,0,15,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",20,1.5,30,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",25,1.5,30,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",30,0.5,30,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",35,0,45,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",40,0,45,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",45,0,45,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",50,0,60,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",55,0,60,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",60,0,60,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",65,0,75,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",70,0,75,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",75,0,75,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",80,0,90,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",85,0,90,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",90,0,90,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",95,0,105,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",100,0,105,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",105,0,105,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",110,0,120,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",115,0,120,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",120,0,120,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",5,1,15,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",10,1,15,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",15,1.5,15,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",20,2,30,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",25,1,30,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",30,1,30,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",35,0,45,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",40,0,45,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",45,0,45,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",50,0,60,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",55,0,60,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",60,0,60,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",65,0,75,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",70,0,75,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",75,0,75,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",80,0,90,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",85,0,90,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",90,0,90,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",95,0,105,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",100,0,105,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",105,0,105,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",110,0,120,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",115,0,120,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",120,0,120,57,3,"Gemüse","Winterweizen","Spinat","Pflug","red",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",5,3,15,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",10,0.5,15,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",15,1,15,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",20,0,30,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",25,1,30,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",30,1.5,30,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",35,0,45,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",40,0,45,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",45,0,45,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",50,0,60,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",55,0,60,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",60,0,60,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",65,0,75,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",70,0,75,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",75,0,75,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",80,0,90,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",85,0,90,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",90,0,90,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",95,0,105,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",100,0,105,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",105,0,105,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",110,0,120,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",115,0,120,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","left",120,0,120,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",5,0,15,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",10,0.5,15,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",15,1.5,15,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",20,1.5,30,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",25,1,30,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",30,0,30,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",35,0,45,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",40,0,45,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",45,0,45,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",50,0,60,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",55,0,60,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",60,0,60,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",65,0,75,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",70,0,75,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",75,0,75,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",80,0,90,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",85,0,90,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",90,0,90,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",95,0,105,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",100,0,105,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",105,0,105,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",110,0,120,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",115,0,120,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"a","right",120,0,120,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",5,0,15,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",10,0,15,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",15,0.5,15,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",20,0.5,30,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",25,0,30,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",30,0,30,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",35,2.5,45,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",40,0,45,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",45,0,45,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",50,0,60,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",55,0,60,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",60,0,60,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",65,0,75,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",70,0,75,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",75,0,75,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",80,0,90,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",85,0,90,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",90,0,90,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",95,0,105,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",100,0,105,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",105,0,105,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",110,0,120,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",115,0,120,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","left",120,0,120,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",5,0,15,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",10,1.5,15,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",15,0.5,15,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",20,0.5,30,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",25,1,30,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",30,1,30,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",35,0,45,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
35199,"b","right",40,0.5,45,58,3,"Gemüse","Winterweizen","Spinat","Pflug","norm",2,1996-05-14,"1996","Mai",6,"1996_3","1996_3_Gemüse",135
